Index,Country,Date,Confirmed Cases,Confirmed Deaths,Population,region,total_cases,cases_in_last_7days,cases_in_last_24hrs,total_deaths,deaths_in_last_7days,deaths_in_last_24hrs
21250,Guinea-Bissau,4/3/2022,8151,170,1967998,,,,,,,
21251,Guyana,4/3/2022,63272,1226,786559,,,,,,,
21252,Haiti,4/3/2022,30549,833,11402533,,,,,,,
21253,Honduras,4/3/2022,421062,10880,9904608,,,,,,,
21254,Hungary,4/3/2022,1854198,45510,9660350,,,,,,,
21255,Iceland,4/3/2022,181830,101,341250,,,,,,,
21256,India,4/3/2022,43029044,521358,1380004385,,,,,,,
21257,Indonesia,4/3/2022,6015748,155164,273523621,,,,,,,
21258,Iran,4/3/2022,7167646,140315,83992953,,,,,,,
21259,Iraq,4/3/2022,2320260,25173,40222503,,,,,,,
21260,Ireland,4/3/2022,1465150,6786,4937796,,,,,,,
21261,Isle of Man,4/3/2022,28588,84,85032,,,,,,,
21262,Israel,4/3/2022,3946288,10530,8655541,,,,,,,
21263,Italy,4/3/2022,14845815,159784,60461828,,,,,,,
21264,Jamaica,4/3/2022,128811,2893,2961161,,,,,,,
21265,Japan,4/3/2022,6702749,28300,126476458,,,,,,,
21266,Jersey,4/3/2022,46596,120,,,,,,,,
21267,Jordan,4/3/2022,1692485,14031,10203140,,,,,,,
21268,Kazakhstan,4/3/2022,1393904,19012,18776707,,,,,,,
21269,Kenya,4/3/2022,323454,5648,53771300,,,,,,,
21270,Kiribati,4/3/2022,3067,13,119446,,,,,,,
21271,Kosovo,4/3/2022,227533,3136,1935259,,,,,,,
21272,Kuwait,4/3/2022,629525,2554,4270563,,,,,,,
21273,Kyrgyzstan,4/3/2022,200968,2991,6524191,,,,,,,
21274,Laos,4/3/2022,183560,679,7275556,,,,,,,
21275,Latvia,4/3/2022,802534,5643,1886202,,,,,,,
21276,Lebanon,4/3/2022,1092995,10315,6825442,,,,,,,
21277,Lesotho,4/3/2022,32910,697,2142252,,,,,,,
21278,Liberia,4/3/2022,7400,294,5057677,,,,,,,
21279,Libya,4/3/2022,501738,6419,6871287,,,,,,,
21280,Liechtenstein,4/3/2022,16429,84,38137,,,,,,,
21281,Lithuania,4/3/2022,1117988,8916,2722291,,,,,,,
21282,Luxembourg,4/3/2022,216979,1037,625976,,,,,,,
21283,Madagascar,4/3/2022,64050,1388,27691019,,,,,,,
21284,Malawi,4/3/2022,85664,2626,19129955,,,,,,,
21285,Malaysia,4/3/2022,4246467,35099,32365998,,,,,,,
21286,Maldives,4/3/2022,177000,298,540542,,,,,,,
21287,Mali,4/3/2022,30495,728,20250834,,,,,,,
21288,Malta,4/3/2022,81596,641,441539,,,,,,,
21289,Marshall Islands,4/3/2022,7,0,59194,,,,,,,
21290,Martinique,4/3/2022,145507,914,375265,,,,,,,
21291,Mauritania,4/3/2022,58670,982,4649660,,,,,,,
21292,Mauritius,4/3/2022,210343,968,1271767,,,,,,,
21293,Mayotte,4/3/2022,36891,187,272813,,,,,,,
21294,Mexico,4/3/2022,5666215,323223,128932753,,,,,,,
21295,Micronesia,4/3/2022,1,0,115021,,,,,,,
21296,Moldova,4/3/2022,514199,11446,4033963,,,,,,,
21297,Monaco,4/3/2022,10842,54,39244,,,,,,,
21298,Mongolia,4/3/2022,918867,2177,3278292,,,,,,,
21299,Montenegro,4/3/2022,233326,2705,628062,,,,,,,
21300,Montserrat,4/3/2022,175,2,4999,,,,,,,
21301,Morocco,4/3/2022,1163526,16060,36910558,,,,,,,
21302,Mozambique,4/3/2022,225266,2200,31255435,,,,,,,
21303,Burma,4/3/2022,611875,19433,54409794,,,,,,,
21304,Namibia,4/3/2022,157646,4019,2540916,,,,,,,
21305,Nepal,4/3/2022,978475,11951,29136808,,,,,,,
21306,Netherlands,4/3/2022,7910315,22013,17134873,,,,,,,
21307,New Caledonia,4/3/2022,60413,311,285491,,,,,,,
21308,New Zealand,4/3/2022,703467,363,4822233,,,,,,,
21309,Nicaragua,4/3/2022,14269,230,6624554,,,,,,,
21310,Niger,4/3/2022,8811,308,24206636,,,,,,,
21311,Nigeria,4/3/2022,255468,3142,206139587,,,,,,,
21312,North Korea,4/3/2022,0,0,25778815,,,,,,,
21313,North Macedonia,4/3/2022,306670,9228,2083380,,,,,,,
21314,Northern Mariana Islands,4/3/2022,11153,33,57557,,,,,,,
21315,Norway,4/3/2022,1408708,2518,5421242,,,,,,,
21316,Oman,4/3/2022,388468,4251,5106622,,,,,,,
21317,Pakistan,4/3/2022,1525620,30361,220892331,,,,,,,
21318,Palau,4/3/2022,4042,6,18092,,,,,,,
21319,West Bank and Gaza,4/3/2022,655750,5655,5101416,,,,,,,
21320,Panama,4/3/2022,765213,8170,4314768,,,,,,,
21321,Papua New Guinea,4/3/2022,43203,640,8947027,,,,,,,
21322,Paraguay,4/3/2022,648353,18731,7132530,,,,,,,
21323,Peru,4/3/2022,3548559,212328,32971846,,,,,,,
21324,Philippines,4/3/2022,3679629,59343,109581085,,,,,,,
21325,Poland,4/3/2022,5969621,115345,37846605,,,,,,,
21326,Portugal,4/3/2022,3771485,21716,10196707,,,,,,,
21327,Puerto Rico,4/3/2022,482619,4170,2860840,,,,,,,
21328,Qatar,4/3/2022,361819,677,2881060,,,,,,,
21329,Reunion,4/3/2022,336945,709,895308,,,,,,,
21330,Romania,4/3/2022,2860094,65090,19237682,,,,,,,
21331,Russia,4/3/2022,17636019,362304,145934460,,,,,,,
21332,Rwanda,4/3/2022,129728,1459,12952209,,,,,,,
21333,St. Martin (French part),4/3/2022,10107,63,38659,,,,,,,
21334,Samoa,4/3/2022,2331,1,198410,,,,,,,
21335,San Marino,4/3/2022,15345,113,33938,,,,,,,
21336,São Tomé and Príncipe,4/3/2022,5945,73,219161,,,,,,,
21337,Saudi Arabia,4/3/2022,751076,9048,34813867,,,,,,,
21338,Senegal,4/3/2022,85919,1965,16743930,,,,,,,
21339,Serbia,4/3/2022,1980722,15825,6802111,,,,,,,
21340,Seychelles,4/3/2022,40421,164,98340,,,,,,,
21341,Sierra Leone,4/3/2022,7674,125,7976985,,,,,,,
21342,Singapore,4/3/2022,1109744,1276,5850343,,,,,,,
21343,Sint Maarten,4/3/2022,9766,86,42882,,,,,,,
21344,Slovakia,4/3/2022,2460197,19417,5459643,,,,,,,
21345,Slovenia,4/3/2022,973876,6501,2078932,,,,,,,
21346,Solomon Islands,4/3/2022,11470,133,686878,,,,,,,
21347,Somalia,4/3/2022,26410,1361,15893219,,,,,,,
21348,South Africa,4/3/2022,3722954,100050,59308690,,,,,,,
21349,South Korea,4/3/2022,14001406,17453,51269183,,,,,,,
21350,South Sudan,4/3/2022,17278,138,11193729,,,,,,,
21351,Spain,4/3/2022,11551574,102541,46754783,,,,,,,
21352,Sri Lanka,4/3/2022,661991,16481,21413250,,,,,,,
21353,St. Barthelemy,4/3/2022,4150,6,9885,,,,,,,
21354,St. Helena,4/3/2022,4,0,6071,,,,,,,
21355,St. Kitts and Nevis,4/3/2022,5549,43,53192,,,,,,,
21356,St. Lucia,4/3/2022,22964,365,183629,,,,,,,
21357,St. Pierre and Miquelon,4/3/2022,2236,1,5795,,,,,,,
21358,St. Vincent and Grenadines,4/3/2022,8335,106,110947,,,,,,,
21359,Sudan,4/3/2022,61955,4907,43849269,,,,,,,
21360,Suriname,4/3/2022,79232,1325,586634,,,,,,,
21361,Sweden,4/3/2022,2487852,18365,10099270,,,,,,,
21362,Switzerland,4/3/2022,3507309,13573,8654618,,,,,,,
21363,Syria,4/3/2022,55711,3144,17500657,,,,,,,
21364,Tajikistan,4/3/2022,17786,125,9537642,,,,,,,
21365,Tanzania,4/3/2022,33815,800,59734213,,,,,,,
21366,Thailand,4/3/2022,3736487,25512,69799978,,,,,,,
21367,Timor-Leste,4/3/2022,22832,130,1318442,,,,,,,
21368,Togo,4/3/2022,36944,272,8278737,,,,,,,
21369,Tonga,4/3/2022,7127,9,105697,,,,,,,
21370,Trinidad and Tobago,4/3/2022,138425,3756,1399491,,,,,,,
21371,Tunisia,4/3/2022,1035884,28323,11818618,,,,,,,
21372,Turkey,4/3/2022,14894731,98157,84339067,,,,,,,
21373,Turks and Caicos Islands,4/3/2022,5910,36,38718,,,,,,,
21374,U.S. Virgin Islands,4/3/2022,15656,111,104423,,,,,,,
21375,Uganda,4/3/2022,163936,3596,45741000,,,,,,,
21376,Ukraine,4/3/2022,5040518,112459,43733759,,,,,,,
21377,United Arab Emirates,4/3/2022,892170,2302,9890400,,,,,,,
21378,United Kingdom,4/3/2022,21216874,165570,67886004,,,,,,,
21379,United States,4/3/2022,79598719,979781,331002647,,,,,,,
21380,Uruguay,4/3/2022,889513,7166,3473727,,,,,,,
21381,Uzbekistan,4/3/2022,237853,1637,33469199,,,,,,,
21382,Vanuatu,4/3/2022,4237,2,307150,,,,,,,
21383,Holy See,4/3/2022,29,0,809,,,,,,,
21384,Venezuela,4/3/2022,520843,5686,28435943,,,,,,,
21385,Vietnam,4/3/2022,9818328,42600,97338583,,,,,,,
21386,Wallis and Futuna,4/3/2022,454,7,11246,,,,,,,
21387,Yemen,4/3/2022,11806,2143,29825968,,,,,,,
21388,Zambia,4/3/2022,317031,3967,18383956,,,,,,,
21389,Zimbabwe,4/3/2022,246525,5446,14862927,,,,,,,
21390,Afghanistan,4/4/2022,177897,7671,38928341,,,,,,,
21391,Albania,4/4/2022,273913,3492,2877800,,,,,,,
21392,Algeria,4/4/2022,265694,6874,43851043,,,,,,,
21393,American Samoa,4/4/2022,4535,7,55197,,,,,,,
21394,Andorra,4/4/2022,40024,153,77265,,,,,,,
21395,Angola,4/4/2022,99194,1900,32866268,,,,,,,
21396,Anguilla,4/4/2022,2700,9,15002,,,,,,,
21397,Antarctica,4/4/2022,11,0,,,,,,,,
21398,Antigua and Barbuda,4/4/2022,7493,135,97928,,,,,,,
21399,Argentina,4/4/2022,9043098,128086,45195777,,,,,,,
21400,Armenia,4/4/2022,422581,8617,2963234,,,,,,,
21401,Aruba,4/4/2022,34051,212,106766,,,,,,,
21402,Australia,4/4/2022,4772414,6425,25499881,,,,,,,
21403,Austria,4/4/2022,3923533,19124,9006400,,,,,,,
21404,Azerbaijan,4/4/2022,792067,9698,10139175,,,,,,,
21405,Bahamas,4/4/2022,33313,788,393248,,,,,,,
21406,Bahrain,4/4/2022,556763,1471,1701583,,,,,,,
21407,Bangladesh,4/4/2022,1951831,29123,164689383,,,,,,,
21408,Barbados,4/4/2022,60160,375,287371,,,,,,,
21409,Belarus,4/4/2022,965654,6849,9449321,,,,,,,
21410,Belgium,4/4/2022,3881523,30908,11589616,,,,,,,
21411,Belize,4/4/2022,57303,656,397621,,,,,,,
21412,Benin,4/4/2022,26952,163,12123198,,,,,,,
21413,Bermuda,4/4/2022,12564,128,62273,,,,,,,
21414,Bhutan,4/4/2022,31927,12,771612,,,,,,,
21415,Bolivia,4/4/2022,902497,21896,11673029,,,,,,,
21416,Bosnia and Herzegovina,4/4/2022,375735,15724,3280815,,,,,,,
21417,Botswana,4/4/2022,305526,2686,2351625,,,,,,,
21418,Brazil,4/4/2022,30015357,660570,212559409,,,,,,,
21419,British Virgin Islands,4/4/2022,6155,62,30237,,,,,,,
21420,Brunei,4/4/2022,136374,213,437483,,,,,,,
21421,Bulgaria,4/4/2022,1141859,36608,6948445,,,,,,,
21422,Burkina Faso,4/4/2022,20858,382,20903278,,,,,,,
21423,Burundi,4/4/2022,38588,38,11890781,,,,,,,
21424,Cambodia,4/4/2022,135782,3054,16718971,,,,,,,
21425,Cameroon,4/4/2022,119544,1927,26545864,,,,,,,
21426,Canada,4/4/2022,3513083,37757,37742157,,,,,,,
21427,Cape Verde,4/4/2022,55961,401,555988,,,,,,,
21428,"Bonaire, Sint Eustatius and Saba",4/4/2022,8851,33,26221,,,,,,,
21429,Cayman Islands,4/4/2022,20606,25,65720,,,,,,,
21430,Central African Republic,4/4/2022,14649,113,4829764,,,,,,,
21431,Chad,4/4/2022,7347,192,16425859,,,,,,,
21432,Channel Islands,4/4/2022,0,0,173859,,,,,,,
21433,Chile,4/4/2022,3489913,56798,19116209,,,,,,,
21434,China,4/4/2022,1471544,13753,1471286879,,,,,,,
21435,Colombia,4/4/2022,6086233,139670,50882884,,,,,,,
21436,Comoros,4/4/2022,8093,160,869595,,,,,,,
21437,Congo (Brazzaville),4/4/2022,24071,385,5518092,,,,,,,
21438,Congo (Kinshasa),4/4/2022,86748,1337,89561404,,,,,,,
21439,Cook Islands,4/4/2022,2526,0,17564,,,,,,,
21440,Costa Rica,4/4/2022,839368,8308,5094114,,,,,,,
21441,Cote d'Ivoire,4/4/2022,81771,796,26378275,,,,,,,
21442,Croatia,4/4/2022,1102827,15619,4105268,,,,,,,
21443,Cuba,4/4/2022,1093166,8515,11326616,,,,,,,
21444,Curacao,4/4/2022,40671,267,164100,,,,,,,
21445,Cyprus,4/4/2022,444174,951,1207361,,,,,,,
21446,Czechia,4/4/2022,3838868,39755,10708982,,,,,,,
21447,Denmark,4/4/2022,3068971,5777,5792203,,,,,,,
21448,Djibouti,4/4/2022,15590,189,988002,,,,,,,
21449,Dominica,4/4/2022,11891,63,71991,,,,,,,
21450,Dominican Republic,4/4/2022,578209,4375,10847904,,,,,,,
21451,Ecuador,4/4/2022,862321,35449,17643060,,,,,,,
21452,Egypt,4/4/2022,509177,24473,102334403,,,,,,,
21453,El Salvador,4/4/2022,161570,4120,6486201,,,,,,,
21454,Equatorial Guinea,4/4/2022,16000,183,1402985,,,,,,,
21455,Eritrea,4/4/2022,9728,103,3546427,,,,,,,
21456,Estonia,4/4/2022,559133,2469,1326539,,,,,,,
21457,Eswatini,4/4/2022,69862,1394,1160164,,,,,,,
21458,Ethiopia,4/4/2022,469843,7508,114963583,,,,,,,
21459,Falkland Islands,4/4/2022,124,0,3483,,,,,,,
21460,Faroe Islands,4/4/2022,34658,28,48865,,,,,,,
21461,Fiji,4/4/2022,64425,834,896444,,,,,,,
21462,Finland,4/4/2022,901336,3252,5540718,,,,,,,
21463,France,4/4/2022,25330573,139520,65273512,,,,,,,
21464,French Guiana,4/4/2022,79075,394,298682,,,,,,,
21465,French Polynesia,4/4/2022,72386,647,280904,,,,,,,
21466,Gabon,4/4/2022,47588,303,2225728,,,,,,,
21467,Gambia,4/4/2022,11989,365,2416664,,,,,,,
21468,Georgia,4/4/2022,1649430,16758,3989175,,,,,,,
21469,Germany,4/4/2022,21668677,130052,83783945,,,,,,,
21470,Ghana,4/4/2022,160971,1445,31072945,,,,,,,
21471,Gibraltar,4/4/2022,17110,101,33691,,,,,,,
21472,Greece,4/4/2022,3096135,27746,10423056,,,,,,,
21473,Greenland,4/4/2022,11971,21,56772,,,,,,,
21474,Grenada,4/4/2022,14024,218,112519,,,,,,,
21475,Guadeloupe,4/4/2022,139516,938,400127,,,,,,,
21476,Guam,4/4/2022,47386,350,168783,,,,,,,
21477,Guatemala,4/4/2022,831149,17329,17915567,,,,,,,
21478,Guernsey,4/4/2022,22257,31,,,,,,,,
21479,Guinea,4/4/2022,36459,440,13132792,,,,,,,
21480,Guinea-Bissau,4/4/2022,8151,170,1967998,,,,,,,
21481,Guyana,4/4/2022,63273,1226,786559,,,,,,,
21482,Haiti,4/4/2022,30567,833,11402533,,,,,,,
21483,Honduras,4/4/2022,421121,10882,9904608,,,,,,,
21484,Hungary,4/4/2022,1854198,45510,9660350,,,,,,,
21485,Iceland,4/4/2022,181830,101,341250,,,,,,,
21486,India,4/4/2022,43029839,521416,1380004385,,,,,,,
21487,Indonesia,4/4/2022,6015748,155164,273523621,,,,,,,
21488,Iran,4/4/2022,7171165,140368,83992953,,,,,,,
21489,Iraq,4/4/2022,2320526,25177,40222503,,,,,,,
21490,Ireland,4/4/2022,1474374,6799,4937796,,,,,,,
21491,Isle of Man,4/4/2022,28890,84,85032,,,,,,,
21492,Israel,4/4/2022,3957492,10554,8655541,,,,,,,
21493,Italy,4/4/2022,14877144,159909,60461828,,,,,,,
21494,Jamaica,4/4/2022,128869,2897,2961161,,,,,,,
21495,Japan,4/4/2022,6732766,28345,126476458,,,,,,,
21496,Jersey,4/4/2022,46779,120,,,,,,,,
21497,Jordan,4/4/2022,1694216,14048,10203140,,,,,,,
21498,Kazakhstan,4/4/2022,1393919,19012,18776707,,,,,,,
21499,Kenya,4/4/2022,323468,5648,53771300,,,,,,,
21500,Kiribati,4/4/2022,3067,13,119446,,,,,,,
21501,Kosovo,4/4/2022,227579,3137,1935259,,,,,,,
21502,Kuwait,4/4/2022,629525,2554,4270563,,,,,,,
21503,Kyrgyzstan,4/4/2022,200968,2991,6524191,,,,,,,
21504,Laos,4/4/2022,184598,682,7275556,,,,,,,
21505,Latvia,4/4/2022,802887,5648,1886202,,,,,,,
21506,Lebanon,4/4/2022,1093267,10319,6825442,,,,,,,
21507,Lesotho,4/4/2022,32910,697,2142252,,,,,,,
21508,Liberia,4/4/2022,7400,294,5057677,,,,,,,
21509,Libya,4/4/2022,501738,6419,6871287,,,,,,,
21510,Liechtenstein,4/4/2022,16429,84,38137,,,,,,,
21511,Lithuania,4/4/2022,1118916,8922,2722291,,,,,,,
21512,Luxembourg,4/4/2022,219390,1041,625976,,,,,,,
21513,Madagascar,4/4/2022,64050,1388,27691019,,,,,,,
21514,Malawi,4/4/2022,85664,2626,19129955,,,,,,,
21515,Malaysia,4/4/2022,4256469,35127,32365998,,,,,,,
21516,Maldives,4/4/2022,177665,298,540542,,,,,,,
21517,Mali,4/4/2022,30506,728,20250834,,,,,,,
21518,Malta,4/4/2022,82126,644,441539,,,,,,,
21519,Marshall Islands,4/4/2022,7,0,59194,,,,,,,
21520,Martinique,4/4/2022,145966,916,375265,,,,,,,
21521,Mauritania,4/4/2022,58705,982,4649660,,,,,,,
21522,Mauritius,4/4/2022,210343,968,1271767,,,,,,,
21523,Mayotte,4/4/2022,36891,187,272813,,,,,,,
21524,Mexico,4/4/2022,5666921,323235,128932753,,,,,,,
21525,Micronesia,4/4/2022,1,0,115021,,,,,,,
21526,Moldova,4/4/2022,514222,11449,4033963,,,,,,,
21527,Monaco,4/4/2022,10872,54,39244,,,,,,,
21528,Mongolia,4/4/2022,919544,2177,3278292,,,,,,,
21529,Montenegro,4/4/2022,233365,2706,628062,,,,,,,
21530,Montserrat,4/4/2022,175,2,4999,,,,,,,
21531,Morocco,4/4/2022,1163561,16060,36910558,,,,,,,
21532,Mozambique,4/4/2022,225267,2200,31255435,,,,,,,
21533,Burma,4/4/2022,611926,19433,54409794,,,,,,,
21534,Namibia,4/4/2022,157764,4020,2540916,,,,,,,
21535,Nepal,4/4/2022,978507,11951,29136808,,,,,,,
21536,Netherlands,4/4/2022,7921088,22023,17134873,,,,,,,
21537,New Caledonia,4/4/2022,60425,311,285491,,,,,,,
21538,New Zealand,4/4/2022,717650,386,4822233,,,,,,,
21539,Nicaragua,4/4/2022,14269,230,6624554,,,,,,,
21540,Niger,4/4/2022,8811,308,24206636,,,,,,,
21541,Nigeria,4/4/2022,255468,3142,206139587,,,,,,,
21542,North Korea,4/4/2022,0,0,25778815,,,,,,,
21543,North Macedonia,4/4/2022,306711,9231,2083380,,,,,,,
21544,Northern Mariana Islands,4/4/2022,11158,33,57557,,,,,,,
21545,Norway,4/4/2022,1410051,2518,5421242,,,,,,,
21546,Oman,4/4/2022,388500,4252,5106622,,,,,,,
21547,Pakistan,4/4/2022,1525775,30361,220892331,,,,,,,
21548,Palau,4/4/2022,4042,6,18092,,,,,,,
21549,West Bank and Gaza,4/4/2022,656287,5655,5101416,,,,,,,
21550,Panama,4/4/2022,765337,8172,4314768,,,,,,,
21551,Papua New Guinea,4/4/2022,43374,643,8947027,,,,,,,
21552,Paraguay,4/4/2022,648353,18731,7132530,,,,,,,
21553,Peru,4/4/2022,3548717,212354,32971846,,,,,,,
21554,Philippines,4/4/2022,3679761,59365,109581085,,,,,,,
21555,Poland,4/4/2022,5970114,115345,37846605,,,,,,,
21556,Portugal,4/4/2022,3778225,21733,10196707,,,,,,,
21557,Puerto Rico,4/4/2022,482959,4170,2860840,,,,,,,
21558,Qatar,4/4/2022,362007,677,2881060,,,,,,,
21559,Reunion,4/4/2022,336945,709,895308,,,,,,,
21560,Romania,4/4/2022,2861426,65102,19237682,,,,,,,
21561,Russia,4/4/2022,17651048,362581,145934460,,,,,,,
21562,Rwanda,4/4/2022,129733,1459,12952209,,,,,,,
21563,St. Martin (French part),4/4/2022,10107,63,38659,,,,,,,
21564,Samoa,4/4/2022,2622,2,198410,,,,,,,
21565,San Marino,4/4/2022,15345,113,33938,,,,,,,
21566,São Tomé and Príncipe,4/4/2022,5948,73,219161,,,,,,,
21567,Saudi Arabia,4/4/2022,751180,9050,34813867,,,,,,,
21568,Senegal,4/4/2022,85920,1965,16743930,,,,,,,
21569,Serbia,4/4/2022,1982193,15834,6802111,,,,,,,
21570,Seychelles,4/4/2022,40866,164,98340,,,,,,,
21571,Sierra Leone,4/4/2022,7675,125,7976985,,,,,,,
21572,Singapore,4/4/2022,1109744,1283,5850343,,,,,,,
21573,Sint Maarten,4/4/2022,9766,86,42882,,,,,,,
21574,Slovakia,4/4/2022,2462300,19440,5459643,,,,,,,
21575,Slovenia,4/4/2022,974694,6505,2078932,,,,,,,
21576,Solomon Islands,4/4/2022,11470,137,686878,,,,,,,
21577,Somalia,4/4/2022,26410,1361,15893219,,,,,,,
21578,South Africa,4/4/2022,3722954,100050,59308690,,,,,,,
21579,South Korea,4/4/2022,14267401,17662,51269183,,,,,,,
21580,South Sudan,4/4/2022,17301,138,11193729,,,,,,,
21581,Spain,4/4/2022,11551574,102541,46754783,,,,,,,
21582,Sri Lanka,4/4/2022,662103,16485,21413250,,,,,,,
21583,St. Barthelemy,4/4/2022,4150,6,9885,,,,,,,
21584,St. Helena,4/4/2022,4,0,6071,,,,,,,
21585,St. Kitts and Nevis,4/4/2022,5549,43,53192,,,,,,,
21586,St. Lucia,4/4/2022,22965,365,183629,,,,,,,
21587,St. Pierre and Miquelon,4/4/2022,2236,1,5795,,,,,,,
21588,St. Vincent and Grenadines,4/4/2022,8335,106,110947,,,,,,,
21589,Sudan,4/4/2022,61966,4907,43849269,,,,,,,
21590,Suriname,4/4/2022,79236,1325,586634,,,,,,,
21591,Sweden,4/4/2022,2487852,18365,10099270,,,,,,,
21592,Switzerland,4/4/2022,3507309,13582,8654618,,,,,,,
21593,Syria,4/4/2022,55718,3145,17500657,,,,,,,
21594,Tajikistan,4/4/2022,17786,125,9537642,,,,,,,
21595,Tanzania,4/4/2022,33815,800,59734213,,,,,,,
21596,Thailand,4/4/2022,3757575,25603,69799978,,,,,,,
21597,Timor-Leste,4/4/2022,22832,130,1318442,,,,,,,
21598,Togo,4/4/2022,36945,272,8278737,,,,,,,
21599,Tonga,4/4/2022,7234,9,105697,,,,,,,
21600,Trinidad and Tobago,4/4/2022,138793,3763,1399491,,,,,,,
21601,Tunisia,4/4/2022,1035884,28323,11818618,,,,,,,
21602,Turkey,4/4/2022,14907378,98197,84339067,,,,,,,
21603,Turks and Caicos Islands,4/4/2022,5910,36,38718,,,,,,,
21604,U.S. Virgin Islands,4/4/2022,15673,111,104423,,,,,,,
21605,Uganda,4/4/2022,163949,3596,45741000,,,,,,,
21606,Ukraine,4/4/2022,5040518,112459,43733759,,,,,,,
21607,United Arab Emirates,4/4/2022,892470,2302,9890400,,,,,,,
21608,United Kingdom,4/4/2022,21359681,165780,67886004,,,,,,,
21609,United States,4/4/2022,79626499,980243,331002647,,,,,,,
21610,Uruguay,4/4/2022,890140,7169,3473727,,,,,,,
21611,Uzbekistan,4/4/2022,237888,1637,33469199,,,,,,,
21612,Vanuatu,4/4/2022,4431,2,307150,,,,,,,
21613,Holy See,4/4/2022,29,0,809,,,,,,,
21614,Venezuela,4/4/2022,520905,5687,28435943,,,,,,,
21615,Vietnam,4/4/2022,9867045,42642,97338583,,,,,,,
21616,Wallis and Futuna,4/4/2022,454,7,11246,,,,,,,
21617,Yemen,4/4/2022,11808,2144,29825968,,,,,,,
21618,Zambia,4/4/2022,317110,3967,18383956,,,,,,,
21619,Zimbabwe,4/4/2022,246612,5451,14862927,,,,,,,
21620,Afghanistan,4/5/2022,177932,7671,38928341,,,,,,,
21621,Albania,4/5/2022,274000,3492,2877800,,,,,,,
21622,Algeria,4/5/2022,265699,6874,43851043,,,,,,,
21623,American Samoa,4/5/2022,4738,7,55197,,,,,,,
21624,Andorra,4/5/2022,40024,153,77265,,,,,,,
21625,Angola,4/5/2022,99194,1900,32866268,,,,,,,
21626,Anguilla,4/5/2022,2717,9,15002,,,,,,,
21627,Antarctica,4/5/2022,11,0,,,,,,,,
21628,Antigua and Barbuda,4/5/2022,7493,135,97928,,,,,,,
21629,Argentina,4/5/2022,9045326,128106,45195777,,,,,,,
21630,Armenia,4/5/2022,422594,8619,2963234,,,,,,,
21631,Aruba,4/5/2022,34051,212,106766,,,,,,,
21632,Australia,4/5/2022,4848211,6462,25499881,,,,,,,
21633,Austria,4/5/2022,3935083,19164,9006400,,,,,,,
21634,Azerbaijan,4/5/2022,792103,9700,10139175,,,,,,,
21635,Bahamas,4/5/2022,33314,788,393248,,,,,,,
21636,Bahrain,4/5/2022,557387,1472,1701583,,,,,,,
21637,Bangladesh,4/5/2022,1951867,29123,164689383,,,,,,,
21638,Barbados,4/5/2022,60592,375,287371,,,,,,,
21639,Belarus,4/5/2022,965948,6853,9449321,,,,,,,
21640,Belgium,4/5/2022,3881523,30908,11589616,,,,,,,
21641,Belize,4/5/2022,57318,656,397621,,,,,,,
21642,Benin,4/5/2022,26952,163,12123198,,,,,,,
21643,Bermuda,4/5/2022,12564,128,62273,,,,,,,
21644,Bhutan,4/5/2022,33146,12,771612,,,,,,,
21645,Bolivia,4/5/2022,902749,21897,11673029,,,,,,,
21646,Bosnia and Herzegovina,4/5/2022,375849,15727,3280815,,,,,,,
21647,Botswana,4/5/2022,305526,2686,2351625,,,,,,,
21648,Brazil,4/5/2022,30042272,660786,212559409,,,,,,,
21649,British Virgin Islands,4/5/2022,6155,62,30237,,,,,,,
21650,Brunei,4/5/2022,136821,214,437483,,,,,,,
21651,Bulgaria,4/5/2022,1142698,36636,6948445,,,,,,,
21652,Burkina Faso,4/5/2022,20858,382,20903278,,,,,,,
21653,Burundi,4/5/2022,38588,38,11890781,,,,,,,
21654,Cambodia,4/5/2022,135812,3055,16718971,,,,,,,
21655,Cameroon,4/5/2022,119544,1927,26545864,,,,,,,
21656,Canada,4/5/2022,3521987,37791,37742157,,,,,,,
21657,Cape Verde,4/5/2022,55961,401,555988,,,,,,,
21658,"Bonaire, Sint Eustatius and Saba",4/5/2022,8860,33,26221,,,,,,,
21659,Cayman Islands,4/5/2022,20606,25,65720,,,,,,,
21660,Central African Republic,4/5/2022,14649,113,4829764,,,,,,,
21661,Chad,4/5/2022,7347,192,16425859,,,,,,,
21662,Channel Islands,4/5/2022,0,0,173859,,,,,,,
21663,Chile,4/5/2022,3491962,56809,19116209,,,,,,,
21664,China,4/5/2022,1491725,13840,1471286879,,,,,,,
21665,Colombia,4/5/2022,6086484,139678,50882884,,,,,,,
21666,Comoros,4/5/2022,8093,160,869595,,,,,,,
21667,Congo (Brazzaville),4/5/2022,24079,385,5518092,,,,,,,
21668,Congo (Kinshasa),4/5/2022,86748,1337,89561404,,,,,,,
21669,Cook Islands,4/5/2022,2715,0,17564,,,,,,,
21670,Costa Rica,4/5/2022,841343,8327,5094114,,,,,,,
21671,Cote d'Ivoire,4/5/2022,81780,796,26378275,,,,,,,
21672,Croatia,4/5/2022,1103662,15634,4105268,,,,,,,
21673,Cuba,4/5/2022,1093676,8516,11326616,,,,,,,
21674,Curacao,4/5/2022,40671,267,164100,,,,,,,
21675,Cyprus,4/5/2022,447161,954,1207361,,,,,,,
